Search Ceiling, 6

n_drones: , 1, n_quadrupeds: , 1, n_gantries: , 1, 
, Id, Score, 
, Total Turns , 30, 

n_drones: , 3, n_quadrupeds: , 3, n_gantries: , 4, 
, Id, Score, 
, drone_2, 18, 
, quadruped_0, 25, 
, drone_1, 18, 
, gantry_1, 38, 
, quadruped_1, 25, 
, quadruped_2, 24, 
, gantry_2, 32, 
, drone_0, 13, 
, gantry_0, 25, 
, gantry_3, 34, 
, Total Turns , 21, 

n_drones: , 3, n_quadrupeds: , 3, n_gantries: , 5, 
, Id, Score, 
, gantry_4, 29, 
, quadruped_2, 23, 
, quadruped_1, 23, 
, gantry_2, 19, 
, gantry_1, 22, 
, gantry_0, 35, 
, gantry_3, 34, 
, quadruped_0, 21, 
, drone_2, 15, 
, drone_1, 16, 
, drone_0, 15, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 3, n_gantries: , 6, 
, Id, Score, 
, gantry_1, 37, 
, quadruped_2, 19, 
, gantry_0, 29, 
, quadruped_1, 18, 
, drone_0, 15, 
, drone_1, 13, 
, quadruped_0, 23, 
, gantry_2, 23, 
, gantry_5, 18, 
, gantry_3, 32, 
, gantry_4, 15, 
, drone_2, 10, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 4, n_gantries: , 1, 
, Id, Score, 
, drone_1, 22, 
, gantry_0, 45, 
, quadruped_0, 34, 
, quadruped_3, 38, 
, quadruped_1, 35, 
, drone_0, 22, 
, quadruped_2, 34, 
, drone_2, 22, 
, Total Turns , 37, 

n_drones: , 3, n_quadrupeds: , 4, n_gantries: , 2, 
, Id, Score, 
, drone_0, 21, 
, gantry_0, 32, 
, quadruped_2, 30, 
, quadruped_0, 30, 
, quadruped_3, 32, 
, drone_2, 17, 
, quadruped_1, 29, 
, gantry_1, 44, 
, drone_1, 17, 
, Total Turns , 30, 

n_drones: , 3, n_quadrupeds: , 4, n_gantries: , 3, 
, Id, Score, 
, gantry_0, 46, 
, drone_2, 13, 
, gantry_1, 39, 
, quadruped_0, 25, 
, quadruped_3, 24, 
, quadruped_2, 21, 
, quadruped_1, 23, 
, drone_0, 15, 
, gantry_2, 30, 
, drone_1, 16, 
, Total Turns , 21, 

n_drones: , 3, n_quadrupeds: , 4, n_gantries: , 4, 
, Id, Score, 
, drone_1, 16, 
, quadruped_2, 20, 
, gantry_3, 37, 
, drone_2, 16, 
, gantry_0, 34, 
, quadruped_3, 19, 
, drone_0, 16, 
, quadruped_1, 20, 
, gantry_1, 26, 
, quadruped_0, 19, 
, gantry_2, 29, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 4, n_gantries: , 5, 
, Id, Score, 
, quadruped_3, 19, 
, drone_0, 10, 
, quadruped_1, 19, 
, drone_2, 16, 
, quadruped_2, 18, 
, drone_1, 13, 
, gantry_4, 32, 
, gantry_1, 36, 
, gantry_0, 29, 
, quadruped_0, 18, 
, gantry_3, 27, 
, gantry_2, 15, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 4, n_gantries: , 6, 
, Id, Score, 
, gantry_2, 29, 
, drone_1, 11, 
, drone_2, 12, 
, gantry_3, 29, 
, gantry_5, 17, 
, quadruped_2, 18, 
, quadruped_1, 19, 
, quadruped_3, 18, 
, drone_0, 8, 
, gantry_1, 17, 
, gantry_4, 33, 
, quadruped_0, 18, 
, gantry_0, 23, 
, Total Turns , 18, 

n_drones: , 3, n_quadrupeds: , 5, n_gantries: , 1, 
, Id, Score, 
, quadruped_1, 31, 
, drone_1, 18, 
, drone_0, 20, 
, quadruped_0, 30, 
, quadruped_3, 28, 
, drone_2, 19, 
, gantry_0, 50, 
, quadruped_2, 29, 
, quadruped_4, 27, 
, Total Turns , 23, 

n_drones: , 3, n_quadrupeds: , 5, n_gantries: , 2, 
, Id, Score, 
, drone_1, 17, 
, gantry_0, 44, 
, quadruped_2, 26, 
, drone_0, 16, 
, quadruped_3, 26, 
, gantry_1, 38, 
, quadruped_0, 25, 
, quadruped_4, 23, 
, quadruped_1, 23, 
, drone_2, 14, 
, Total Turns , 22, 

n_drones: , 3, n_quadrupeds: , 5, n_gantries: , 3, 
, Id, Score, 
, drone_0, 16, 
, quadruped_2, 24, 
, quadruped_1, 22, 
, gantry_1, 31, 
, gantry_2, 28, 
, gantry_0, 34, 
, drone_2, 16, 
, quadruped_4, 22, 
, quadruped_3, 22, 
, drone_1, 15, 
, quadruped_0, 22, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 5, n_gantries: , 4, 
, Id, Score, 
, quadruped_3, 22, 
, gantry_2, 19, 
, quadruped_0, 20, 
, drone_0, 13, 
, drone_1, 16, 
, quadruped_1, 21, 
, quadruped_4, 18, 
, gantry_1, 32, 
, drone_2, 14, 
, gantry_0, 26, 
, gantry_3, 33, 
, quadruped_2, 18, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 5, n_gantries: , 5, 
, Id, Score, 
, quadruped_3, 18, 
, gantry_2, 34, 
, drone_0, 13, 
, gantry_0, 24, 
, quadruped_4, 18, 
, gantry_1, 31, 
, quadruped_0, 17, 
, drone_1, 11, 
, gantry_3, 19, 
, quadruped_2, 17, 
, drone_2, 10, 
, quadruped_1, 17, 
, gantry_4, 23, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 5, n_gantries: , 6, 
, Id, Score, 
, quadruped_0, 18, 
, gantry_0, 29, 
, gantry_1, 34, 
, drone_0, 9, 
, gantry_4, 30, 
, gantry_5, 20, 
, quadruped_3, 19, 
, quadruped_2, 16, 
, gantry_3, 11, 
, drone_2, 9, 
, drone_1, 12, 
, quadruped_4, 18, 
, quadruped_1, 18, 
, gantry_2, 9, 
, Total Turns , 18, 

n_drones: , 3, n_quadrupeds: , 6, n_gantries: , 1, 
, Id, Score, 
, quadruped_3, 27, 
, drone_1, 19, 
, quadruped_0, 26, 
, quadruped_4, 27, 
, drone_2, 20, 
, drone_0, 17, 
, quadruped_1, 26, 
, gantry_0, 38, 
, quadruped_5, 25, 
, quadruped_2, 27, 
, Total Turns , 22, 

n_drones: , 3, n_quadrupeds: , 6, n_gantries: , 2, 
, Id, Score, 
, drone_2, 18, 
, drone_0, 17, 
, drone_1, 16, 
, gantry_1, 38, 
, quadruped_1, 22, 
, quadruped_2, 21, 
, quadruped_4, 22, 
, quadruped_0, 20, 
, quadruped_3, 19, 
, quadruped_5, 21, 
, gantry_0, 38, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 6, n_gantries: , 3, 
, Id, Score, 
, quadruped_5, 25, 
, gantry_0, 38, 
, quadruped_2, 21, 
, quadruped_1, 20, 
, gantry_2, 22, 
, drone_2, 15, 
, quadruped_3, 21, 
, quadruped_4, 21, 
, quadruped_0, 19, 
, gantry_1, 18, 
, drone_0, 16, 
, drone_1, 16, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 6, n_gantries: , 4, 
, Id, Score, 
, quadruped_5, 20, 
, gantry_0, 38, 
, quadruped_4, 20, 
, drone_1, 13, 
, quadruped_0, 19, 
, gantry_1, 25, 
, quadruped_2, 19, 
, gantry_3, 17, 
, drone_0, 13, 
, quadruped_1, 18, 
, quadruped_3, 17, 
, drone_2, 16, 
, gantry_2, 17, 
, Total Turns , 20, 

n_drones: , 3, n_quadrupeds: , 6, n_gantries: , 5, 
, Id, Score, 
, gantry_1, 26, 
, drone_2, 11, 
, drone_0, 11, 
, quadruped_2, 18, 
, gantry_3, 29, 
, quadruped_3, 19, 
, gantry_0, 26, 
, drone_1, 8, 
, quadruped_5, 18, 
, quadruped_1, 18, 
, quadruped_0, 17, 
, quadruped_4, 18, 
, gantry_2, 20, 
, gantry_4, 13, 
, Total Turns , 18, 

n_drones: , 3, n_quadrupeds: , 6, n_gantries: , 6, 
, Id, Score, 
, drone_2, 9, 
, quadruped_3, 18, 
, drone_1, 12, 
, gantry_0, 23, 
, quadruped_4, 18, 
, gantry_5, 29, 
, quadruped_0, 18, 
, gantry_1, 21, 
, gantry_4, 10, 
, gantry_2, 11, 
, quadruped_2, 19, 
, gantry_3, 26, 
, quadruped_1, 16, 
, quadruped_5, 18, 
, drone_0, 4, 
, Total Turns , 18, 

n_drones: , 4, n_quadrupeds: , 1, n_gantries: , 1, 
, Id, Score, 
, drone_1, 33, 
, drone_3, 26, 
, drone_0, 33, 
, gantry_0, 73, 
, drone_2, 36, 
, quadruped_0, 51, 
, Total Turns , 50, 

n_drones: , 4, n_quadrupeds: , 1, n_gantries: , 2, 
, Id, Score, 
, gantry_1, 63, 
, drone_2, 25, 
, drone_3, 21, 
, quadruped_0, 39, 
, drone_1, 23, 
, gantry_0, 58, 
, drone_0, 23, 
, Total Turns , 40, 

n_drones: , 4, n_quadrupeds: , 1, n_gantries: , 3, 
, Id, Score, 
, gantry_2, 42, 
, quadruped_0, 36, 
, drone_0, 23, 
, drone_3, 23, 
, gantry_0, 39, 
, drone_2, 25, 
, drone_1, 22, 
, gantry_1, 42, 
, Total Turns , 39, 

n_drones: , 4, n_quadrupeds: , 1, n_gantries: , 4, 
, Id, Score, 
, gantry_3, 49, 
, quadruped_0, 30, 
, gantry_1, 32, 
, gantry_2, 33, 
, drone_2, 18, 
, drone_0, 18, 
, drone_3, 17, 
, gantry_0, 39, 
, drone_1, 16, 
, Total Turns , 30, 

n_drones: , 4, n_quadrupeds: , 1, n_gantries: , 5, 
, Id, Score, 
, drone_2, 18, 
, drone_0, 18, 
, drone_1, 17, 
, gantry_2, 46, 
, gantry_0, 31, 
, gantry_3, 31, 
, quadruped_0, 27, 
, drone_3, 17, 
, gantry_4, 14, 
, gantry_1, 33, 
, Total Turns , 30, 

n_drones: , 4, n_quadrupeds: , 1, n_gantries: , 6, 
, Id, Score, 
, drone_1, 12, 
, gantry_4, 36, 
, quadruped_0, 23, 
, drone_0, 14, 
, drone_2, 16, 
, gantry_2, 30, 
, gantry_5, 31, 
, gantry_1, 23, 
, drone_3, 16, 
, gantry_0, 34, 
, gantry_3, 17, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 2, n_gantries: , 1, 
, Id, Score, 
, quadruped_1, 45, 
, drone_3, 28, 
, quadruped_0, 38, 
, drone_1, 27, 
, drone_2, 28, 
, drone_0, 28, 
, gantry_0, 58, 
, Total Turns , 41, 

n_drones: , 4, n_quadrupeds: , 2, n_gantries: , 2, 
, Id, Score, 
, drone_1, 23, 
, drone_3, 20, 
, quadruped_1, 36, 
, gantry_0, 53, 
, drone_0, 21, 
, gantry_1, 43, 
, drone_2, 20, 
, quadruped_0, 36, 
, Total Turns , 37, 

n_drones: , 4, n_quadrupeds: , 2, n_gantries: , 3, 
, Id, Score, 
, drone_0, 20, 
, drone_3, 20, 
, quadruped_0, 29, 
, gantry_2, 53, 
, drone_1, 17, 
, gantry_0, 32, 
, quadruped_1, 30, 
, gantry_1, 32, 
, drone_2, 19, 
, Total Turns , 23, 

n_drones: , 4, n_quadrupeds: , 2, n_gantries: , 4, 
, Id, Score, 
, gantry_3, 55, 
, gantry_1, 34, 
, drone_3, 13, 
, gantry_0, 28, 
, drone_1, 16, 
, quadruped_1, 26, 
, quadruped_0, 22, 
, drone_2, 11, 
, gantry_2, 31, 
, drone_0, 16, 
, Total Turns , 30, 

n_drones: , 4, n_quadrupeds: , 2, n_gantries: , 5, 
, Id, Score, 
, quadruped_0, 18, 
, gantry_0, 39, 
, gantry_1, 23, 
, drone_2, 15, 
, gantry_2, 37, 
, drone_0, 11, 
, gantry_4, 35, 
, quadruped_1, 22, 
, drone_3, 13, 
, drone_1, 16, 
, gantry_3, 23, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 2, n_gantries: , 6, 
, Id, Score, 
, gantry_3, 33, 
, drone_1, 14, 
, drone_0, 10, 
, gantry_0, 20, 
, quadruped_0, 19, 
, gantry_1, 33, 
, quadruped_1, 18, 
, gantry_2, 17, 
, drone_3, 16, 
, gantry_4, 28, 
, gantry_5, 31, 
, drone_2, 13, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 3, n_gantries: , 1, 
, Id, Score, 
, drone_3, 22, 
, quadruped_2, 36, 
, gantry_0, 54, 
, quadruped_0, 37, 
, drone_0, 24, 
, quadruped_1, 35, 
, drone_2, 24, 
, drone_1, 20, 
, Total Turns , 38, 

n_drones: , 4, n_quadrupeds: , 3, n_gantries: , 2, 
, Id, Score, 
, quadruped_1, 31, 
, drone_3, 20, 
, drone_1, 19, 
, gantry_0, 50, 
, quadruped_2, 30, 
, quadruped_0, 32, 
, gantry_1, 33, 
, drone_0, 18, 
, drone_2, 19, 
, Total Turns , 30, 

n_drones: , 4, n_quadrupeds: , 3, n_gantries: , 3, 
, Id, Score, 
, drone_2, 19, 
, quadruped_2, 23, 
, drone_3, 18, 
, gantry_2, 42, 
, quadruped_0, 28, 
, quadruped_1, 20, 
, gantry_1, 33, 
, gantry_0, 35, 
, drone_0, 17, 
, drone_1, 17, 
, Total Turns , 22, 

n_drones: , 4, n_quadrupeds: , 3, n_gantries: , 4, 
, Id, Score, 
, quadruped_2, 25, 
, gantry_1, 38, 
, drone_1, 17, 
, quadruped_0, 23, 
, drone_3, 16, 
, gantry_3, 21, 
, drone_0, 16, 
, gantry_2, 35, 
, quadruped_1, 19, 
, drone_2, 15, 
, gantry_0, 27, 
, Total Turns , 30, 

n_drones: , 4, n_quadrupeds: , 3, n_gantries: , 5, 
, Id, Score, 
, drone_2, 15, 
, quadruped_0, 21, 
, drone_1, 16, 
, gantry_0, 35, 
, drone_3, 15, 
, quadruped_1, 18, 
, quadruped_2, 18, 
, gantry_4, 20, 
, drone_0, 16, 
, gantry_3, 32, 
, gantry_1, 18, 
, gantry_2, 28, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 3, n_gantries: , 6, 
, Id, Score, 
, quadruped_2, 18, 
, drone_0, 16, 
, gantry_3, 33, 
, drone_1, 15, 
, quadruped_0, 20, 
, drone_2, 14, 
, gantry_5, 17, 
, gantry_4, 21, 
, gantry_0, 32, 
, gantry_2, 24, 
, quadruped_1, 18, 
, gantry_1, 9, 
, drone_3, 15, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 4, n_gantries: , 1, 
, Id, Score, 
, drone_2, 20, 
, quadruped_2, 33, 
, drone_3, 20, 
, gantry_0, 55, 
, quadruped_3, 29, 
, drone_1, 18, 
, quadruped_1, 31, 
, quadruped_0, 28, 
, drone_0, 18, 
, Total Turns , 23, 

n_drones: , 4, n_quadrupeds: , 4, n_gantries: , 2, 
, Id, Score, 
, quadruped_3, 27, 
, drone_1, 18, 
, drone_0, 16, 
, drone_2, 16, 
, gantry_1, 49, 
, quadruped_2, 28, 
, gantry_0, 39, 
, quadruped_0, 21, 
, quadruped_1, 22, 
, drone_3, 16, 
, Total Turns , 23, 

n_drones: , 4, n_quadrupeds: , 4, n_gantries: , 3, 
, Id, Score, 
, drone_3, 16, 
, quadruped_0, 24, 
, drone_0, 17, 
, quadruped_2, 23, 
, gantry_2, 43, 
, gantry_0, 17, 
, drone_2, 16, 
, drone_1, 16, 
, quadruped_3, 24, 
, quadruped_1, 23, 
, gantry_1, 33, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 4, n_gantries: , 4, 
, Id, Score, 
, quadruped_0, 21, 
, gantry_2, 38, 
, gantry_0, 23, 
, gantry_3, 34, 
, quadruped_1, 20, 
, quadruped_3, 18, 
, drone_0, 13, 
, drone_3, 15, 
, drone_2, 14, 
, gantry_1, 26, 
, quadruped_2, 18, 
, drone_1, 12, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 4, n_gantries: , 5, 
, Id, Score, 
, quadruped_1, 18, 
, drone_1, 11, 
, gantry_2, 38, 
, gantry_1, 28, 
, gantry_3, 21, 
, drone_3, 13, 
, quadruped_3, 18, 
, drone_0, 12, 
, quadruped_0, 18, 
, gantry_4, 26, 
, gantry_0, 19, 
, drone_2, 12, 
, quadruped_2, 18, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 4, n_gantries: , 6, 
, Id, Score, 
, gantry_0, 25, 
, quadruped_0, 19, 
, quadruped_2, 18, 
, gantry_4, 17, 
, drone_0, 13, 
, gantry_5, 29, 
, gantry_1, 28, 
, quadruped_1, 18, 
, gantry_2, 17, 
, quadruped_3, 18, 
, gantry_3, 23, 
, drone_2, 9, 
, drone_3, 10, 
, drone_1, 8, 
, Total Turns , 19, 

n_drones: , 4, n_quadrupeds: , 5, n_gantries: , 1, 
, Id, Score, 
, drone_1, 19, 
, quadruped_4, 29, 
, quadruped_3, 28, 
, quadruped_0, 27, 
, drone_3, 17, 
, gantry_0, 45, 
, quadruped_2, 26, 
, quadruped_1, 27, 
, drone_0, 17, 
, drone_2, 17, 
, Total Turns , 23, 

n_drones: , 4, n_quadrupeds: , 5, n_gantries: , 2, 
, Id, Score, 
, drone_2, 17, 
, drone_0, 16, 
, quadruped_4, 25, 
, gantry_0, 38, 
, quadruped_2, 22, 
, quadruped_1, 24, 
, quadruped_3, 23, 
, gantry_1, 34, 
, quadruped_0, 21, 
, drone_1, 16, 
, drone_3, 16, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 5, n_gantries: , 3, 
, Id, Score, 
, quadruped_3, 25, 
, quadruped_0, 18, 
, drone_3, 15, 
, drone_2, 15, 
, quadruped_1, 20, 
, gantry_0, 34, 
, gantry_2, 29, 
, drone_0, 16, 
, drone_1, 15, 
, quadruped_2, 22, 
, gantry_1, 25, 
, quadruped_4, 18, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 5, n_gantries: , 4, 
, Id, Score, 
, drone_2, 10, 
, quadruped_0, 18, 
, gantry_2, 32, 
, gantry_0, 36, 
, quadruped_1, 20, 
, gantry_1, 25, 
, drone_3, 13, 
, quadruped_3, 18, 
, quadruped_2, 18, 
, quadruped_4, 17, 
, gantry_3, 23, 
, drone_1, 12, 
, drone_0, 10, 
, Total Turns , 18, 

n_drones: , 4, n_quadrupeds: , 5, n_gantries: , 5, 
, Id, Score, 
, gantry_0, 34, 
, drone_0, 16, 
, quadruped_0, 21, 
, drone_1, 15, 
, quadruped_4, 19, 
, gantry_4, 13, 
, gantry_1, 20, 
, quadruped_1, 17, 
, gantry_2, 24, 
, quadruped_2, 18, 
, gantry_3, 7, 
, quadruped_3, 17, 
, drone_3, 15, 
, drone_2, 16, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 5, n_gantries: , 6, 
, Id, Score, 
, quadruped_3, 19, 
, quadruped_4, 18, 
, gantry_5, 23, 
, quadruped_1, 18, 
, quadruped_0, 18, 
, quadruped_2, 18, 
, drone_2, 10, 
, gantry_3, 29, 
, gantry_1, 23, 
, gantry_0, 19, 
, drone_1, 9, 
, drone_0, 10, 
, gantry_4, 22, 
, gantry_2, 7, 
, drone_3, 9, 
, Total Turns , 18, 

n_drones: , 4, n_quadrupeds: , 6, n_gantries: , 1, 
, Id, Score, 
, gantry_0, 37, 
, quadruped_2, 25, 
, drone_1, 18, 
, drone_2, 16, 
, quadruped_5, 25, 
, quadruped_0, 26, 
, quadruped_1, 25, 
, drone_3, 16, 
, quadruped_3, 24, 
, quadruped_4, 24, 
, drone_0, 16, 
, Total Turns , 22, 

n_drones: , 4, n_quadrupeds: , 6, n_gantries: , 2, 
, Id, Score, 
, quadruped_1, 22, 
, quadruped_2, 22, 
, drone_1, 16, 
, quadruped_0, 22, 
, quadruped_3, 20, 
, quadruped_4, 21, 
, drone_3, 16, 
, quadruped_5, 20, 
, drone_2, 16, 
, gantry_1, 26, 
, gantry_0, 35, 
, drone_0, 16, 
, Total Turns , 19, 

n_drones: , 4, n_quadrupeds: , 6, n_gantries: , 3, 
, Id, Score, 
, quadruped_2, 18, 
, drone_3, 14, 
, drone_1, 14, 
, gantry_1, 32, 
, gantry_0, 36, 
, quadruped_3, 19, 
, drone_2, 15, 
, drone_0, 12, 
, gantry_2, 19, 
, quadruped_4, 18, 
, quadruped_1, 19, 
, quadruped_0, 18, 
, quadruped_5, 18, 
, Total Turns , 18, 

n_drones: , 4, n_quadrupeds: , 6, n_gantries: , 4, 
, Id, Score, 
, gantry_0, 22, 
, drone_1, 7, 
, gantry_3, 32, 
, quadruped_5, 18, 
, quadruped_1, 18, 
, quadruped_3, 18, 
, quadruped_4, 18, 
, drone_0, 8, 
, drone_2, 11, 
, gantry_1, 28, 
, quadruped_2, 18, 
, gantry_2, 26, 
, quadruped_0, 18, 
, drone_3, 10, 
, Total Turns , 20, 

n_drones: , 4, n_quadrupeds: , 6, n_gantries: , 5, 
, Id, Score, 
, drone_0, 10, 
, gantry_1, 27, 
, drone_2, 4, 
, gantry_0, 18, 
, gantry_4, 20, 
, quadruped_2, 18, 
, quadruped_0, 18, 
, quadruped_5, 20, 
, quadruped_1, 17, 
, quadruped_4, 18, 
, gantry_3, 26, 
, drone_1, 10, 
, drone_3, 10, 
, gantry_2, 22, 
, quadruped_3, 14, 
, Total Turns , 18, 

n_drones: , 4, n_quadrupeds: , 6, n_gantries: , 6, 
, Id, Score, 
, quadruped_0, 18, 
, quadruped_2, 18, 
, drone_2, 10, 
, gantry_0, 24, 
, quadruped_1, 18, 
, gantry_4, 21, 
, quadruped_4, 18, 
, gantry_1, 10, 
, gantry_5, 27, 
, gantry_3, 10, 
, gantry_2, 22, 
, drone_0, 4, 
, quadruped_3, 18, 
, drone_1, 8, 
, quadruped_5, 18, 
, drone_3, 8, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 1, n_gantries: , 1, 
, Id, Score, 
, drone_2, 31, 
, drone_3, 26, 
, drone_0, 27, 
, gantry_0, 66, 
, drone_4, 31, 
, quadruped_0, 41, 
, drone_1, 30, 
, Total Turns , 50, 

n_drones: , 5, n_quadrupeds: , 1, n_gantries: , 2, 
, Id, Score, 
, drone_3, 23, 
, gantry_0, 64, 
, drone_0, 20, 
, drone_4, 19, 
, drone_2, 21, 
, drone_1, 22, 
, quadruped_0, 37, 
, gantry_1, 46, 
, Total Turns , 40, 

n_drones: , 5, n_quadrupeds: , 1, n_gantries: , 3, 
, Id, Score, 
, drone_4, 20, 
, gantry_2, 38, 
, drone_2, 21, 
, drone_0, 17, 
, drone_1, 18, 
, drone_3, 19, 
, gantry_0, 43, 
, quadruped_0, 35, 
, gantry_1, 41, 
, Total Turns , 30, 

n_drones: , 5, n_quadrupeds: , 1, n_gantries: , 4, 
, Id, Score, 
, drone_3, 18, 
, drone_0, 18, 
, gantry_2, 49, 
, gantry_0, 30, 
, drone_2, 18, 
, gantry_3, 38, 
, quadruped_0, 26, 
, gantry_1, 23, 
, drone_4, 16, 
, drone_1, 16, 
, Total Turns , 21, 

n_drones: , 5, n_quadrupeds: , 1, n_gantries: , 5, 
, Id, Score, 
, gantry_3, 45, 
, drone_4, 14, 
, drone_0, 15, 
, drone_3, 15, 
, drone_1, 15, 
, gantry_0, 30, 
, gantry_4, 21, 
, gantry_1, 32, 
, gantry_2, 34, 
, quadruped_0, 19, 
, drone_2, 12, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 1, n_gantries: , 6, 
, Id, Score, 
, drone_1, 9, 
, drone_2, 13, 
, gantry_3, 33, 
, gantry_0, 24, 
, gantry_4, 35, 
, drone_3, 11, 
, gantry_1, 32, 
, quadruped_0, 18, 
, gantry_2, 21, 
, gantry_5, 33, 
, drone_0, 11, 
, drone_4, 12, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 2, n_gantries: , 1, 
, Id, Score, 
, drone_1, 26, 
, gantry_0, 62, 
, drone_4, 22, 
, drone_2, 26, 
, drone_3, 20, 
, quadruped_0, 37, 
, drone_0, 23, 
, quadruped_1, 36, 
, Total Turns , 40, 

n_drones: , 5, n_quadrupeds: , 2, n_gantries: , 2, 
, Id, Score, 
, quadruped_1, 30, 
, drone_3, 19, 
, quadruped_0, 33, 
, drone_1, 19, 
, gantry_0, 53, 
, drone_4, 21, 
, gantry_1, 39, 
, drone_0, 19, 
, drone_2, 19, 
, Total Turns , 30, 

n_drones: , 5, n_quadrupeds: , 2, n_gantries: , 3, 
, Id, Score, 
, gantry_0, 51, 
, drone_1, 17, 
, drone_0, 16, 
, drone_2, 18, 
, gantry_1, 43, 
, gantry_2, 24, 
, quadruped_0, 25, 
, drone_4, 16, 
, quadruped_1, 25, 
, drone_3, 17, 
, Total Turns , 30, 

n_drones: , 5, n_quadrupeds: , 2, n_gantries: , 4, 
, Id, Score, 
, drone_4, 12, 
, drone_2, 16, 
, drone_0, 18, 
, quadruped_1, 29, 
, gantry_2, 29, 
, gantry_3, 25, 
, drone_3, 16, 
, gantry_0, 34, 
, drone_1, 12, 
, quadruped_0, 24, 
, gantry_1, 37, 
, Total Turns , 23, 

n_drones: , 5, n_quadrupeds: , 2, n_gantries: , 5, 
, Id, Score, 
, gantry_3, 35, 
, gantry_1, 19, 
, gantry_0, 29, 
, drone_0, 16, 
, drone_4, 11, 
, quadruped_1, 20, 
, gantry_2, 32, 
, drone_2, 15, 
, gantry_4, 31, 
, drone_1, 12, 
, quadruped_0, 17, 
, drone_3, 15, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 2, n_gantries: , 6, 
, Id, Score, 
, gantry_5, 35, 
, drone_1, 10, 
, gantry_1, 33, 
, quadruped_1, 18, 
, gantry_3, 20, 
, drone_3, 12, 
, gantry_2, 32, 
, drone_0, 12, 
, drone_2, 12, 
, quadruped_0, 18, 
, gantry_0, 18, 
, drone_4, 7, 
, gantry_4, 25, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 3, n_gantries: , 1, 
, Id, Score, 
, gantry_0, 65, 
, drone_2, 20, 
, drone_1, 20, 
, drone_0, 18, 
, quadruped_0, 30, 
, quadruped_1, 33, 
, drone_4, 20, 
, drone_3, 18, 
, quadruped_2, 28, 
, Total Turns , 30, 

n_drones: , 5, n_quadrupeds: , 3, n_gantries: , 2, 
, Id, Score, 
, drone_2, 19, 
, quadruped_2, 28, 
, quadruped_0, 30, 
, drone_3, 17, 
, quadruped_1, 27, 
, drone_0, 19, 
, drone_1, 18, 
, gantry_1, 48, 
, drone_4, 20, 
, gantry_0, 26, 
, Total Turns , 23, 

n_drones: , 5, n_quadrupeds: , 3, n_gantries: , 3, 
, Id, Score, 
, gantry_0, 37, 
, quadruped_2, 26, 
, drone_4, 16, 
, drone_1, 16, 
, gantry_2, 24, 
, drone_3, 17, 
, gantry_1, 33, 
, quadruped_1, 24, 
, drone_0, 17, 
, quadruped_0, 25, 
, drone_2, 17, 
, Total Turns , 21, 

n_drones: , 5, n_quadrupeds: , 3, n_gantries: , 4, 
, Id, Score, 
, quadruped_0, 24, 
, drone_3, 16, 
, gantry_0, 40, 
, gantry_3, 27, 
, gantry_1, 23, 
, drone_4, 15, 
, drone_0, 12, 
, gantry_2, 27, 
, quadruped_1, 19, 
, quadruped_2, 19, 
, drone_1, 14, 
, drone_2, 16, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 3, n_gantries: , 5, 
, Id, Score, 
, gantry_2, 38, 
, quadruped_1, 18, 
, gantry_1, 23, 
, drone_4, 13, 
, quadruped_2, 18, 
, gantry_0, 25, 
, quadruped_0, 16, 
, gantry_3, 32, 
, drone_0, 10, 
, drone_1, 12, 
, drone_3, 12, 
, gantry_4, 27, 
, drone_2, 8, 
, Total Turns , 20, 

n_drones: , 5, n_quadrupeds: , 3, n_gantries: , 6, 
, Id, Score, 
, quadruped_2, 19, 
, quadruped_0, 18, 
, drone_3, 10, 
